application_id,applicant_id,product_code,decision_date,decision_status,approved_amount,approved_term_length,doc_id,policy_doc_id,rule_id_triggered,active_flag
LA-50168,AP-10067,REV-02,4/6/2026 3:21,Approved,50,48,FIN-PROC-001,FIN-POL-001,UW-APP-001,TRUE
LA-69241,AP-10068,MNT-01,5/30/2026 2:17,Approved,50,36,FIN-PROC-001,FIN-POL-001,UW-APP-001,TRUE
LA-57430,AP-10069,MNT-01,6/7/2026 2:27,Approved,18,60,FIN-PROC-001,FIN-POL-001,UW-APP-001,TRUE
LA-43018,AP-10070,MNT-06,8/24/2026 5:06,Approved,24,48,FIN-PROC-001,FIN-POL-001,UW-APP-001,TRUE
LA-73767,AP-10071,MNT-03,3/2/2026 10:53,Under Review,,,FIN-PROC-001,FIN-POL-001,UW1-CRD-002,FALSE
LA-07189,AP-10072,MNT-03,3/17/2026 12:22,Approved,32,24,FIN-PROC-001,FIN-POL-001,UW-APP-001,TRUE
LA-73983,AP-10073,MNT-01,3/21/2026 1:24,Approved,15,36,FIN-PROC-001,FIN-POL-001,UW-APP-001,TRUE
LA-15118,AP-10074,MNT-01,6/3/2026 1:23,Approved,33,60,FIN-PROC-001,FIN-POL-001,UW-APP-001,TRUE
LA-58833,AP-10075,MNT-01,3/2/2026 4:41,Approved,10,24,FIN-PROC-001,FIN-POL-001,UW-APP-001,TRUE
LA-14621,AP-10076,MNT-03,5/14/2026 16:05,Approved,17,48,FIN-PROC-001,FIN-POL-001,UW-APP-001,TRUE
LA-66449,AP-10077,MNT-01,2/13/2026 13:30,Approved,42,60,FIN-PROC-001,FIN-POL-001,UW-APP-001,TRUE
LA-31972,AP-10078,MNT-04,6/7/2026 6:13,Approved,14,24,FIN-PROC-001,FIN-POL-001,UW-APP-001,TRUE
LA-74019,AP-10079,MNT-01,5/24/2026 11:00,Approved,28,36,FIN-PROC-001,FIN-POL-001,UW-APP-001,TRUE
LA-69970,AP-10080,MNT-01,2/26/2026 13:44,Approved,37,48,FIN-PROC-001,FIN-POL-001,UW-APP-001,TRUE
LA-48348,AP-10081,MNT-01,8/21/2026 15:42,Approved,45,24,FIN-PROC-001,FIN-POL-001,UW-APP-001,TRUE
LA-02081,AP-10082,MNT-01,3/1/2026 7:12,Approved,13,60,FIN-PROC-001,FIN-POL-001,UW-APP-001,TRUE
LA-51090,AP-10083,MNT-03,2/21/2026 21:44,Under Review,,,FIN-PROC-001,FIN-POL-001,UW1-DTI-001,FALSE
LA-65687,AP-10084,REV-02,8/22/2026 5:04,Denied,,,FIN-PROC-001,FIN-POL-001,UW1-CRD-001,FALSE
LA-96515,AP-10085,MNT-04,4/28/2026 9:52,Approved,23,36,FIN-PROC-001,FIN-POL-001,UW-APP-001,TRUE
LA-81467,AP-10086,MNT-01,2/13/2026 6:34,Approved,10,36,FIN-PROC-001,FIN-POL-001,UW-APP-001,TRUE
LA-65477,AP-10087,MNT-01,4/26/2026 9:57,Approved,18,36,FIN-PROC-001,FIN-POL-001,UW-APP-001,TRUE
LA-33292,AP-10088,REV-02,6/14/2026 17:22,Approved,11,24,FIN-PROC-001,FIN-POL-001,UW-APP-001,TRUE
LA-74137,AP-10089,REV-02,2/17/2026 15:43,Under Review,,,FIN-PROC-001,FIN-POL-001,UW1-DTI-001,FALSE
LA-03784,AP-10090,MNT-01,8/2/2026 11:15,Approved,18,36,FIN-PROC-001,FIN-POL-001,UW-APP-001,TRUE
LA-42505,AP-10091,MNT-03,3/6/2026 8:48,Under Review,,,FIN-PROC-001,FIN-POL-001,UW1-CRD-002,FALSE
LA-44391,AP-10092,MNT-01,8/2/2026 0:07,Approved,10,24,FIN-PROC-001,FIN-POL-001,UW-APP-001,TRUE
LA-13379,AP-10093,MNT-01,7/17/2026 20:26,Approved,41,48,FIN-PROC-001,FIN-POL-001,UW-APP-001,TRUE
LA-06812,AP-10094,MNT-03,7/22/2026 13:58,Approved,13,36,FIN-PROC-001,FIN-POL-001,UW-APP-001,TRUE
LA-27360,AP-10095,REV-02,4/7/2026 4:31,Approved,10,36,FIN-PROC-001,FIN-POL-001,UW-APP-001,TRUE
LA-62343,AP-10096,MNT-01,3/18/2026 2:14,Approved,42,60,FIN-PROC-001,FIN-POL-001,UW-APP-001,TRUE
LA-54462,AP-10097,REV-02,5/5/2026 1:35,Under Review,,,FIN-PROC-001,FIN-POL-001,UW1-DTI-001,FALSE
LA-22105,AP-10098,MNT-03,7/9/2026 2:34,Denied,,,FIN-PROC-001,FIN-POL-001,UW1-CRD-001,FALSE
LA-88872,AP-10099,MNT-01,7/19/2026 1:42,Approved,24,60,FIN-PROC-001,FIN-POL-001,UW-APP-001,TRUE
LA-60428,AP-10100,REV-02,5/5/2026 6:45,Denied,,,FIN-PROC-001,FIN-POL-001,UW1-CRD-001,FALSE
LA-04974,AP-10101,MNT-01,5/16/2026 23:33,Under Review,,,FIN-PROC-001,FIN-POL-001,UW1-CRD-002,FALSE
LA-05572,AP-10102,MNT-01,4/17/2026 2:28,Approved,41,24,FIN-PROC-001,FIN-POL-001,UW-APP-001,TRUE
LA-05994,AP-10103,REV-02,7/21/2026 3:36,Under Review,,,FIN-PROC-001,FIN-POL-001,UW1-DTI-001,FALSE
LA-70872,AP-10104,REV-02,4/14/2026 20:21,Under Review,,,FIN-PROC-001,FIN-POL-001,UW1-CRD-002,FALSE
LA-66750,AP-10105,MNT-10,4/2/2026 22:47,Approved,38,60,FIN-PROC-001,FIN-POL-001,UW-APP-001,TRUE
LA-51917,AP-10106,REV-02,8/11/2026 11:50,Under Review,,,FIN-PROC-001,FIN-POL-001,UW1-DTI-001,FALSE
LA-83977,AP-10107,REV-02,2/28/2026 22:11,Approved,17,24,FIN-PROC-001,FIN-POL-001,UW-APP-001,TRUE
LA-63041,AP-10108,REV-02,4/29/2026 2:49,Approved,47,36,FIN-PROC-001,FIN-POL-001,UW-APP-001,TRUE
LA-10928,AP-10109,MNT-01,8/29/2026 7:36,Approved,48,24,FIN-PROC-001,FIN-POL-001,UW-APP-001,TRUE
LA-38287,AP-10110,REV-02,2/11/2026 12:33,Approved,50,24,FIN-PROC-001,FIN-POL-001,UW-APP-001,TRUE
LA-67427,AP-10111,MNT-01,9/2/2026 8:24,Under Review,,,FIN-PROC-001,FIN-POL-001,UW1-CRD-002,FALSE
LA-03945,AP-10112,MNT-04,5/22/2026 2:32,Under Review,,,FIN-PROC-001,FIN-POL-001,UW1-CRD-002,FALSE
LA-49410,AP-10113,MNT-06,4/16/2026 8:53,Under Review,,,FIN-PROC-001,FIN-POL-001,UW1-DTI-001,FALSE
LA-92711,AP-10114,MNT-03,5/30/2026 23:24,Approved,41,60,FIN-PROC-001,FIN-POL-001,UW-APP-001,TRUE
LA-18401,AP-10115,MNT-01,8/17/2026 16:42,Approved,30,60,FIN-PROC-001,FIN-POL-001,UW-APP-001,TRUE
LA-02784,AP-10116,MNT-03,8/30/2026 6:17,Denied,,,FIN-PROC-001,FIN-POL-001,UW1-CRD-001,FALSE
LA-09679,AP-10117,MNT-03,2/1/2026 12:33,Approved,15,24,FIN-PROC-001,FIN-POL-001,UW-APP-001,TRUE
LA-99455,AP-10118,MNT-01,5/2/2026 22:33,Under Review,,,FIN-PROC-001,FIN-POL-001,UW1-CRD-002,FALSE
LA-29124,AP-10119,MNT-03,2/22/2026 2:13,Approved,23,60,FIN-PROC-001,FIN-POL-001,UW-APP-001,TRUE
LA-19558,AP-10120,REV-02,4/12/2026 4:39,Approved,10,48,FIN-PROC-001,FIN-POL-001,UW-APP-001,TRUE
LA-80798,AP-10121,MNT-01,6/29/2026 9:07,Denied,,,FIN-PROC-001,FIN-POL-001,UW1-CRD-001,FALSE
LA-52776,AP-10122,MNT-01,3/4/2026 19:01,Approved,48,60,FIN-PROC-001,FIN-POL-001,UW-APP-001,TRUE
LA-87147,AP-10123,MNT-01,7/23/2026 22:24,Under Review,,,FIN-PROC-001,FIN-POL-001,UW1-CRD-002,FALSE
LA-70370,AP-10124,MNT-10,3/18/2026 22:52,Approved,40,60,FIN-PROC-001,FIN-POL-001,UW-APP-001,TRUE
LA-83943,AP-10125,MNT-04,6/19/2026 6:43,Approved,31,60,FIN-PROC-001,FIN-POL-001,UW-APP-001,TRUE
LA-24555,AP-10126,MNT-03,6/24/2026 22:03,Approved,45,36,FIN-PROC-001,FIN-POL-001,UW-APP-001,TRUE
LA-48378,AP-10127,MNT-03,9/3/2026 4:13,Approved,28,24,FIN-PROC-001,FIN-POL-001,UW-APP-001,TRUE
LA-79965,AP-10128,MNT-01,3/9/2026 21:22,Approved,30,48,FIN-PROC-001,FIN-POL-001,UW-APP-001,TRUE
LA-34847,AP-10129,REV-02,8/11/2026 14:05,Denied,,,FIN-PROC-001,FIN-POL-001,UW1-CRD-001,FALSE
LA-83661,AP-10130,REV-02,3/26/2026 16:53,Approved,41,36,FIN-PROC-001,FIN-POL-001,UW-APP-001,TRUE
LA-21711,AP-10131,MNT-01,8/5/2026 10:01,Approved,21,36,FIN-PROC-001,FIN-POL-001,UW-APP-001,TRUE
LA-99680,AP-10132,MNT-01,5/15/2026 5:39,Approved,26,48,FIN-PROC-001,FIN-POL-001,UW-APP-001,TRUE
LA-43831,AP-10133,MNT-01,7/31/2026 19:01,Under Review,,,FIN-PROC-001,FIN-POL-001,UW1-CRD-002,FALSE
LA-86736,AP-10134,MNT-01,6/6/2026 10:42,Approved,14,24,FIN-PROC-001,FIN-POL-001,UW-APP-001,TRUE
LA-75757,AP-10135,REV-02,8/4/2026 11:38,Approved,19,60,FIN-PROC-001,FIN-POL-001,UW-APP-001,TRUE
LA-56170,AP-10136,REV-02,6/27/2026 15:30,Denied,,,FIN-PROC-001,FIN-POL-001,UW1-CRD-001,FALSE
LA-85788,AP-10137,MNT-01,2/11/2026 20:29,Under Review,,,FIN-PROC-001,FIN-POL-001,UW1-CRD-002,FALSE
LA-57163,AP-10138,MNT-01,4/7/2026 13:26,Under Review,,,FIN-PROC-001,FIN-POL-001,UW1-CRD-002,FALSE
LA-83950,AP-10139,MNT-10,8/24/2026 20:37,Approved,10,24,FIN-PROC-001,FIN-POL-001,UW-APP-001,TRUE
LA-92841,AP-10140,MNT-03,8/7/2026 2:19,Approved,34,24,FIN-PROC-001,FIN-POL-001,UW-APP-001,TRUE
LA-61712,AP-10141,MNT-03,2/24/2026 12:28,Approved,42,48,FIN-PROC-001,FIN-POL-001,UW-APP-001,TRUE
LA-99505,AP-10142,REV-02,3/28/2026 21:26,Approved,13,48,FIN-PROC-001,FIN-POL-001,UW-APP-001,TRUE
LA-71739,AP-10143,MNT-01,8/6/2026 1:32,Under Review,,,FIN-PROC-001,FIN-POL-001,UW1-CRD-002,FALSE
LA-84690,AP-10144,REV-02,2/10/2026 18:59,Approved,40,60,FIN-PROC-001,FIN-POL-001,UW-APP-001,TRUE
LA-61617,AP-10145,MNT-01,9/4/2026 11:49,Approved,42,24,FIN-PROC-001,FIN-POL-001,UW-APP-001,TRUE
LA-40904,AP-10146,REV-02,4/2/2026 11:01,Approved,30,60,FIN-PROC-001,FIN-POL-001,UW-APP-001,TRUE
LA-66696,AP-10147,MNT-01,8/7/2026 4:34,Approved,24,60,FIN-PROC-001,FIN-POL-001,UW-APP-001,TRUE
LA-05345,AP-10148,MNT-03,6/20/2026 19:21,Approved,16,48,FIN-PROC-001,FIN-POL-001,UW-APP-001,TRUE
LA-72126,AP-10149,MNT-01,4/23/2026 15:12,Denied,,,FIN-PROC-001,FIN-POL-001,UW1-CRD-001,FALSE
LA-58898,AP-10150,MNT-01,4/6/2026 18:27,Under Review,,,FIN-PROC-001,FIN-POL-001,UW1-CRD-002,FALSE
LA-10019,AP-10151,MNT-01,8/30/2026 13:43,Under Review,,,FIN-PROC-001,FIN-POL-001,UW1-CRD-002,FALSE
LA-58407,AP-10152,MNT-01,6/25/2026 19:02,Approved,42,36,FIN-PROC-001,FIN-POL-001,UW-APP-001,TRUE
LA-49994,AP-10153,MNT-03,4/1/2026 8:01,Approved,28,36,FIN-PROC-001,FIN-POL-001,UW-APP-001,TRUE
LA-38393,AP-10154,MNT-01,2/11/2026 3:51,Approved,33,48,FIN-PROC-001,FIN-POL-001,UW-APP-001,TRUE
LA-33564,AP-10155,REV-02,3/23/2026 1:02,Approved,43,60,FIN-PROC-001,FIN-POL-001,UW-APP-001,TRUE
LA-56917,AP-10156,MNT-01,5/27/2026 10:41,Approved,25,24,FIN-PROC-001,FIN-POL-001,UW-APP-001,TRUE
LA-22166,AP-10157,MNT-01,8/25/2026 18:29,Approved,13,36,FIN-PROC-001,FIN-POL-001,UW-APP-001,TRUE
LA-34654,AP-10158,MNT-01,8/18/2026 7:11,Approved,30,60,FIN-PROC-001,FIN-POL-001,UW-APP-001,TRUE
LA-95272,AP-10159,MNT-10,4/9/2026 14:46,Denied,,,FIN-PROC-001,FIN-POL-001,UW1-CRD-001,FALSE
LA-31664,AP-10160,MNT-01,2/6/2026 23:16,Approved,34,24,FIN-PROC-001,FIN-POL-001,UW-APP-001,TRUE
LA-76010,AP-10161,REV-02,7/1/2026 15:22,Approved,15,60,FIN-PROC-001,FIN-POL-001,UW-APP-001,TRUE
LA-81715,AP-10162,MNT-01,7/4/2026 18:11,Approved,33,60,FIN-PROC-001,FIN-POL-001,UW-APP-001,TRUE
LA-98833,AP-10163,MNT-04,8/3/2026 7:54,Approved,37,48,FIN-PROC-001,FIN-POL-001,UW-APP-001,TRUE
LA-53183,AP-10164,MNT-03,2/4/2026 11:49,Under Review,,,FIN-PROC-001,FIN-POL-001,UW1-DTI-001,FALSE
LA-94914,AP-10165,REV-02,6/2/2026 16:53,Under Review,,,FIN-PROC-001,FIN-POL-001,UW1-DTI-001,FALSE
LA-21910,AP-10166,MNT-01,5/26/2026 20:15,Approved,14,48,FIN-PROC-001,FIN-POL-001,UW-APP-001,TRUE
LA-67453,AP-10167,MNT-01,2/23/2026 19:25,Approved,34,48,FIN-PROC-001,FIN-POL-001,UW-APP-001,TRUE
LA-86354,AP-10168,MNT-01,7/21/2026 21:20,Approved,48,60,FIN-PROC-001,FIN-POL-001,UW-APP-001,TRUE
LA-86121,AP-10169,MNT-03,3/9/2026 11:38,Denied,,,FIN-PROC-001,FIN-POL-001,UW1-CRD-001,FALSE
LA-63058,AP-10170,MNT-01,4/21/2026 0:23,Under Review,,,FIN-PROC-001,FIN-POL-001,UW1-CRD-002,FALSE
LA-23347,AP-10171,MNT-04,8/31/2026 21:54,Approved,17,36,FIN-PROC-001,FIN-POL-001,UW-APP-001,TRUE
LA-93826,AP-10172,MNT-01,7/26/2026 12:56,Under Review,,,FIN-PROC-001,FIN-POL-001,UW1-CRD-002,FALSE
LA-77078,AP-10173,REV-02,6/25/2026 9:39,Approved,20,48,FIN-PROC-001,FIN-POL-001,UW-APP-001,TRUE
LA-36060,AP-10174,MNT-01,2/23/2026 16:29,Approved,29,36,FIN-PROC-001,FIN-POL-001,UW-APP-001,TRUE
LA-59829,AP-10175,REV-02,7/9/2026 20:21,Approved,18,60,FIN-PROC-001,FIN-POL-001,UW-APP-001,TRUE
LA-65484,AP-10176,MNT-01,6/17/2026 2:46,Approved,34,48,FIN-PROC-001,FIN-POL-001,UW-APP-001,TRUE
LA-58986,AP-10177,MNT-01,7/27/2026 19:43,Approved,43,48,FIN-PROC-001,FIN-POL-001,UW-APP-001,TRUE
LA-03115,AP-10178,REV-02,6/6/2026 9:45,Under Review,,,FIN-PROC-001,FIN-POL-001,UW1-DTI-001,FALSE
LA-21266,AP-10179,MNT-01,8/8/2026 2:06,Approved,16,60,FIN-PROC-001,FIN-POL-001,UW-APP-001,TRUE
LA-19623,AP-10180,MNT-03,6/28/2026 7:33,Approved,14,36,FIN-PROC-001,FIN-POL-001,UW-APP-001,TRUE
LA-09109,AP-10181,MNT-01,7/11/2026 4:29,Under Review,,,FIN-PROC-001,FIN-POL-001,UW1-DTI-001,FALSE
LA-48927,AP-10182,MNT-01,2/18/2026 20:22,Approved,28,36,FIN-PROC-001,FIN-POL-001,UW-APP-001,TRUE
LA-45808,AP-10183,MNT-03,6/27/2026 21:29,Approved,31,24,FIN-PROC-001,FIN-POL-001,UW-APP-001,TRUE
LA-96156,AP-10184,REV-02,6/25/2026 14:42,Denied,,,FIN-PROC-001,FIN-POL-001,UW1-CRD-001,FALSE
LA-02063,AP-10185,MNT-06,4/18/2026 4:46,Under Review,,,FIN-PROC-001,FIN-POL-001,UW1-CRD-002,FALSE
LA-94342,AP-10186,MNT-01,4/13/2026 19:35,Approved,40,48,FIN-PROC-001,FIN-POL-001,UW-APP-001,TRUE
LA-64566,AP-10187,REV-02,7/28/2026 13:15,Under Review,,,FIN-PROC-001,FIN-POL-001,UW1-DTI-001,FALSE
LA-69863,AP-10188,MNT-03,4/2/2026 4:52,Approved,35,24,FIN-PROC-001,FIN-POL-001,UW-APP-001,TRUE
LA-64988,AP-10189,MNT-01,8/20/2026 1:49,Approved,21,60,FIN-PROC-001,FIN-POL-001,UW-APP-001,TRUE
LA-58247,AP-10190,REV-02,3/17/2026 22:11,Denied,,,FIN-PROC-001,FIN-POL-001,UW1-CRD-001,FALSE
LA-51358,AP-10191,MNT-01,3/15/2026 8:55,Approved,49,48,FIN-PROC-001,FIN-POL-001,UW-APP-001,TRUE
LA-52236,AP-10192,MNT-03,5/8/2026 18:58,Approved,44,48,FIN-PROC-001,FIN-POL-001,UW-APP-001,TRUE
LA-65935,AP-10193,REV-02,4/8/2026 6:09,Under Review,,,FIN-PROC-001,FIN-POL-001,UW1-CRD-002,FALSE
LA-54493,AP-10194,MNT-01,6/23/2026 12:18,Approved,12,24,FIN-PROC-001,FIN-POL-001,UW-APP-001,TRUE
LA-79549,AP-10195,REV-02,5/30/2026 14:45,Approved,33,24,FIN-PROC-001,FIN-POL-001,UW-APP-001,TRUE
LA-79107,AP-10196,MNT-01,5/4/2026 23:43,Approved,31,24,FIN-PROC-001,FIN-POL-001,UW-APP-001,TRUE
LA-84210,AP-10197,REV-02,7/18/2026 7:48,Approved,45,24,FIN-PROC-001,FIN-POL-001,UW-APP-001,TRUE
LA-99937,AP-10198,MNT-04,6/29/2026 12:00,Under Review,,,FIN-PROC-001,FIN-POL-001,UW1-DTI-001,FALSE
LA-28711,AP-10199,REV-02,2/14/2026 11:54,Approved,44,36,FIN-PROC-001,FIN-POL-001,UW-APP-001,TRUE
LA-73566,AP-10200,MNT-01,7/6/2026 7:18,Approved,16,60,FIN-PROC-001,FIN-POL-001,UW-APP-001,TRUE
LA-28475,AP-10201,MNT-01,2/3/2026 6:03,Approved,23,48,FIN-PROC-001,FIN-POL-001,UW-APP-001,TRUE
